iter	Passed	Remaining
1660	159864	128873
1661	159957	128774
1662	160047	128673
1663	160136	128571
1664	160224	128468
1665	160324	128375
1666	160408	128269
1667	160503	128171
1668	160591	128068
1669	160687	127972
1670	160784	127876
1671	160871	127773
1672	160968	127677
1673	161063	127580
1674	161153	127479
1675	161246	127380
1676	161333	127277
1677	161429	127181
1678	161516	127077
1679	161611	126980
1680	161702	126880
1681	161789	126776
1682	161884	126679
1683	161980	126583
1684	162072	126483
1685	162162	126382
1686	162254	126283
1687	162349	126186
1688	162431	126079
1689	162520	125977
1690	162611	125877
1691	162702	125777
1692	162797	125679
1693	162885	125577
1694	162978	125479
1695	163069	125378
1696	163158	125277
1697	163249	125177
1698	163338	125075
1699	163426	124972
1700	163513	124869
1701	163606	124771
1702	163698	124672
1703	163793	124575
1704	163889	124479
1705	163980	124379
1706	164076	124282
1707	164166	124181
1708	164246	124073
1709	164341	123976
1710	164435	123878
1711	164529	123781
1712	164627	123686
1713	164716	123585
1714	164811	123488
1715	164903	123389
1716	164998	123292
1717	165086	123190
1718	165174	123087
1719	165258	122982
1720	165351	122884
1721	165445	122787
1722	165542	122691
1723	165635	122593
1724	165730	122496
1725	165813	122390
1726	165907	122293
1727	166004	122198
1728	166090	122093
1729	166182	121995
1730	166269	121892
1731	166355	121789
1732	166449	121691
1733	166537	121589
1734	166624	121487
1735	166713	121385
1736	166814	121293
1737	166915	121200
1738	167007	121102
1739	167100	121003
1740	167196	120907
1741	167283	120805
1742	167371	120703
1743	167461	120602
1744	167549	120501
1745	167643	120403
1746	167731	120301
1747	167826	120204
1748	167920	120107
1749	168017	120012
1750	168114	119916
1751	168209	119820
1752	168308	119726
1753	168398	119626
1754	168489	119526
1755	168580	119427
1756	168673	119328
1757	168766	119230
1758	168857	119131
1759	168952	119034
1760	169047	118937
1761	169139	118839
1762	169230	118739
1763	169321	118640
1764	169415	118543
1765	169505	118442
1766	169591	118339
1767	169682	118240
1768	169770	118138
1769	169856	118035
1770	169944	117934
1771	170043	117840
1772	170130	117738
1773	170221	117638
1774	170310	117538
1775	170404	117441
1776	170506	117348
1777	170592	117246
1778	170687	117149
1779	170779	117051
1780	170870	116951
1781	170960	116851
1782	171047	116750
1783	171138	116650
1784	171234	116554
1785	171327	116456
1786	171425	116362
1787	171509	116258
1788	171603	116161
1789	171696	116063
1790	171781	115959
1791	171877	115863
1792	171957	115757
1793	172048	115658
1794	172139	115558
1795	172230	115459
1796	172324	115362
1797	172423	115268
1798	172513	115168
1799	172600	115066
1800	172685	114964
1801	172779	114866
1802	172870	114767
1803	172961	114668
1804	173060	114574
1805	173151	114475
1806	173245	114378
1807	173337	114279
1808	173427	114180
1809	173516	114079
1810	173603	113978
1811	173700	113882
1812	173791	113783
1813	173892	113691
1814	173985	113593
1815	174103	113512
1816	174190	113410
1817	174288	113316
1818	174385	113220
1819	174482	113126
1820	174581	113032
1821	174680	112938
1822	174767	112836
1823	174872	112746
1824	174973	112654
1825	175064	112555
1826	175163	112461
1827	175260	112365
1828	175355	112269
1829	175450	112173
1830	175543	112075
1831	175645	111983
1832	175737	111885
1833	175829	111787
1834	175928	111692
1835	176026	111598
1836	176126	111505
1837	176221	111408
1838	176327	111319
1839	176418	111220
1840	176519	111127
1841	176608	111027
1842	176716	110939
1843	176813	110844
1844	176911	110749
1845	177008	110654
1846	177103	110557
1847	177198	110461
1848	177296	110366
1849	177385	110266
1850	177476	110168
1851	177576	110074
1852	177676	109981
1853	177771	109884
1854	177864	109787
1855	177962	109692
1856	178059	109597
1857	178154	109500
1858	178246	109402
1859	178348	109310
1860	178445	109215
1861	178534	109115
1862	178635	109022
1863	178724	108922
1864	178821	108826
1865	178913	108728
1866	179009	108632
1867	179102	108535
1868	179203	108442
1869	179300	108347
1870	179389	108247
1871	179480	108148
1872	179571	108049
1873	179665	107952
1874	179757	107854
1875	179850	107756
1876	179939	107656
1877	180038	107562
1878	180131	107465
1879	180231	107372
1880	180321	107272
1881	180413	107174
1882	180515	107082
1883	180614	106988
1884	180711	106892
1885	180802	106794
1886	180897	106697
1887	180993	106602
1888	181081	106501
1889	181178	106406
1890	181268	106307
1891	181368	106213
1892	181465	106118
1893	181556	106019
1894	181651	105923
1895	181743	105825
1896	181836	105727
1897	181930	105630
1898	182017	105529
1899	182107	105430
1900	182202	105334
1901	182290	105234
1902	182384	105136
1903	182485	105043
1904	182569	104941
1905	182658	104841
1906	182743	104739
1907	182838	104643
1908	182928	104543
1909	183022	104447
1910	183109	104346
1911	183198	104247
1912	183284	104145
1913	183375	104046
1914	183460	103945
1915	183552	103847
1916	183645	103749
1917	183733	103649
1918	183827	103552
1919	183913	103451
1920	184012	103357
1921	184099	103256
1922	184189	103157
1923	184284	103061
1924	184373	102961
1925	184465	102864
1926	184552	102763
1927	184647	102666
1928	184736	102567
1929	184823	102467
1930	184916	102369
1931	185013	102274
1932	185098	102173
1933	185190	102075
1934	185276	101973
1935	185365	101874
1936	185455	101775
1937	185549	101678
1938	185631	101575
1939	185716	101474
1940	185809	101376
1941	185896	101276
1942	185989	101179
1943	186101	101092
1944	186213	101005
1945	186322	100916
1946	186432	100828
1947	186543	100741
1948	186646	100649
1949	186972	100677
1950	187134	100617
1951	187238	100525
1952	187340	100432
1953	187447	100342
1954	187547	100249
1955	187653	100158
1956	187766	100072
1957	187883	99986
1958	187991	99897
1959	188095	99805
1960	188211	99720
1961	188314	99628
1962	188424	99539
1963	188527	99447
1964	188649	99365
1965	188750	99271
1966	188850	99177
1967	188961	99089
1968	189078	99004
1969	189187	98915
1970	189285	98820
1971	189403	98735
1972	189505	98642
1973	189612	98552
1974	189716	98460
1975	189826	98371
1976	189934	98281
1977	190027	98184
1978	190139	98096
1979	190248	98006
1980	190371	97924
1981	190471	97830
1982	190574	97737
1983	190688	97650
1984	190779	97552
1985	190873	97455
1986	190981	97365
1987	191099	97279
1988	191202	97187
1989	191292	97088
1990	191387	96991
1991	191479	96893
1992	191577	96798
1993	191677	96703
1994	191769	96605
1995	191863	96508
1996	191954	96409
1997	192047	96312
1998	192136	96212
1999	192226	96113
2000	192320	96016
2001	192406	95914
2002	192708	95921
2003	192797	95821
2004	192887	95722
2005	192978	95623
2006	193069	95524
2007	193160	95425
2008	193254	95328
2009	193368	95241
2010	193470	95147
2011	193607	95071
2012	193707	94977
2013	193973	94964
2014	194155	94909
2015	194252	94813
2016	194411	94747
2017	194521	94657
2018	194631	94568
2019	194735	94475
2020	194832	94379
2021	194927	94282
2022	195028	94188
2023	195127	94092
2024	195226	93997
2025	195315	93897
2026	195406	93798
2027	195505	93703
2028	195592	93602
2029	195685	93505
2030	195770	93403
2031	195858	93302
2032	195964	93210
2033	196051	93109
2034	196139	93009
2035	196224	92907
2036	196322	92812
2037	196413	92713
2038	196495	92610
2039	196583	92509
2040	196677	92412
2041	196765	92312
2042	196859	92214
2043	196944	92113
2044	197034	92013
2045	197123	91913
2046	197210	91813
2047	197309	91717
2048	197401	91619
2049	197491	91520
2050	197579	91420
2051	197663	91318
2052	197758	91221
2053	197843	91119
2054	197936	91021
2055	198027	90923
2056	198112	90821
2057	198208	90725
2058	198293	90623
2059	198379	90522
2060	198478	90427
2061	198565	90327
2062	198653	90227
2063	198747	90129
2064	198840	90031
2065	198935	89934
2066	199025	89835
2067	199113	89735
2068	199199	89635
2069	199290	89536
2070	199387	89440
2071	199474	89340
2072	199565	89241
2073	199656	89142
2074	199745	89043
2075	199835	88944
2076	199932	88848
2077	200026	88750
2078	200115	88651
2079	200203	88551
2080	200299	88455
2081	200396	88359
2082	200483	88259
2083	200578	88162
2084	200666	88062
2085	200756	87963
2086	200845	87864
2087	200936	87765
2088	201028	87667
2089	201121	87569
2090	201208	87469
2091	201297	87370
2092	201380	87267
2093	201474	87171
2094	201565	87072
2095	201647	86969
2096	201731	86868
2097	201830	86773
2098	201928	86678
2099	202015	86577
2100	202104	86478
2101	202188	86377
2102	202282	86280
2103	202370	86180
2104	202558	86123
2105	202790	86084
2106	202904	85996
2107	203006	85902
2108	203101	85805
2109	203207	85713
2110	203310	85619
2111	203413	85526
2112	203511	85430
2113	203601	85331
2114	203689	85231
2115	203781	85133
2116	203870	85034
2117	203970	84939
2118	204061	84841
2119	204143	84738
2120	204229	84638
2121	204324	84541
2122	204408	84439
2123	204502	84342
2124	204592	84244
2125	204698	84151
2126	204799	84057
2127	204884	83956
2128	204983	83861
2129	205071	83761
2130	205163	83663
2131	205250	83563
2132	205344	83466
2133	205434	83367
2134	205521	83267
2135	205613	83169
2136	205705	83071
2137	205796	82973
2138	205888	82875
2139	205984	82778
2140	206079	82681
2141	206173	82584
2142	206266	82487
