iter	Logloss
166	0.5380290524
167	0.5377564103
168	0.5375004974
169	0.5372461871
170	0.5369822477
171	0.5367454262
172	0.5365150943
173	0.536244132
174	0.5360269577
175	0.5357588684
176	0.5355382596
177	0.5352778832
178	0.5350231836
179	0.534790624
180	0.5345189544
181	0.5342613124
182	0.5340397459
183	0.5338192554
184	0.5336452315
185	0.5334311292
186	0.5331681393
187	0.5329674975
188	0.5327430177
189	0.5324884442
190	0.5323087708
191	0.5320846204
192	0.5319209289
193	0.5317344408
194	0.5315214253
195	0.5312874108
196	0.5310594039
197	0.5308183771
198	0.5306157784
199	0.5304015845
200	0.5301754768
201	0.5300135286
202	0.5298723554
203	0.5297034402
204	0.529541615
205	0.5293832098
206	0.5292106443
207	0.5290315449
208	0.5288869027
209	0.5286911685
210	0.5285122917
211	0.5283568737
212	0.5282059836
213	0.5280037766
214	0.5278449462
215	0.5277049096
216	0.5275842011
217	0.527399962
218	0.5272627198
219	0.5270879409
220	0.526948806
221	0.5267980697
222	0.526662595
223	0.5265208166
224	0.5263553888
225	0.5261879853
226	0.5260208282
227	0.5258647755
228	0.5257083932
229	0.5255195506
230	0.5253679367
231	0.5252390417
232	0.5251317262
233	0.5250142669
234	0.5248755223
235	0.5247280473
236	0.5246030044
237	0.5244766884
238	0.5243331435
239	0.5242610706
240	0.5240994989
241	0.523955522
242	0.5238131166
243	0.5236525183
244	0.5235454176
245	0.5234405011
246	0.5232860559
247	0.5231736097
248	0.5230716205
249	0.5229247437
250	0.5228379307
251	0.5226892528
252	0.5225803057
253	0.5224651661
254	0.5223607536
255	0.5222639638
256	0.5221241275
257	0.5219679183
258	0.5218741158
259	0.5217309057
260	0.5216380195
261	0.5215227581
262	0.5214256713
263	0.5212899171
264	0.5211621603
265	0.5210224261
266	0.5208832226
267	0.5207871201
268	0.5206606014
269	0.5205465482
270	0.5204364502
271	0.5203212683
272	0.5202508425
273	0.5201610954
274	0.5200595667
275	0.5199553978
276	0.5198513369
277	0.5197678302
278	0.5196722359
279	0.5195798407
280	0.5194776205
281	0.5194042446
282	0.519331392
283	0.519266597
284	0.5191656561
285	0.5190929663
286	0.5189903223
287	0.5189286911
288	0.518839928
289	0.5187809946
290	0.5186836469
291	0.5186128142
292	0.518543549
293	0.5184587504
294	0.5183698596
295	0.5183081605
296	0.5182464881
297	0.5181899619
298	0.5181198515
299	0.51804406
300	0.5179657252
301	0.5178999776
302	0.5178415613
303	0.5177670867
304	0.5176688414
305	0.5175979375
306	0.5175216732
307	0.5174357644
308	0.5173655681
309	0.5173090941
310	0.5172243447
311	0.5171541518
312	0.5170855672
313	0.5170020434
314	0.5169399359
315	0.5168803617
316	0.5168178248
317	0.5167500536
318	0.5166891387
319	0.5166355966
320	0.5165789392
321	0.5165043389
322	0.5164412907
323	0.5163533251
324	0.5162971941
325	0.5162395207
326	0.5161933896
327	0.516146465
328	0.5161049568
329	0.5160515633
330	0.5159949554
331	0.5159400947
332	0.5158584406
333	0.5158076166
334	0.5157334034
335	0.5156831252
336	0.5156125767
337	0.5155329192
338	0.5154476934
339	0.515399588
340	0.5153424425
341	0.5153003223
342	0.5152504612
343	0.5151798359
344	0.5151319145
345	0.5150819106
346	0.5150225063
347	0.5149679276
348	0.5149276169
349	0.5148663229
350	0.5147967618
351	0.5147279293
352	0.5146734133
353	0.5146201811
354	0.5145795636
355	0.5145222531
356	0.5144836571
357	0.5144233323
358	0.5143706064
359	0.5143229223
360	0.5142842118
361	0.514231248
362	0.5141973372
363	0.5141221848
364	0.5140775756
365	0.5140025688
366	0.5139626227
367	0.5139185413
368	0.5138750166
369	0.5138279951
370	0.5137881245
371	0.5137385428
372	0.5136907898
373	0.5136343183
374	0.513599122
375	0.5135608285
376	0.5135202336
377	0.5134916904
378	0.5134564248
379	0.513416464
380	0.5133653796
381	0.5133098915
382	0.5132674004
383	0.5132204188
384	0.5131913507
385	0.5131618972
386	0.5130988596
387	0.5130767056
388	0.5130345771
389	0.5129749807
390	0.512947975
391	0.5129130468
392	0.5128494198
393	0.5127998525
394	0.5127683824
395	0.5127194082
396	0.5126659118
397	0.5126282491
398	0.5125898774
399	0.512546666
400	0.5125038688
401	0.5124406584
402	0.5124086956
403	0.5123510342
404	0.5123013577
405	0.5122574079
406	0.5121942601
407	0.5121382934
408	0.5121036531
409	0.5120503232
410	0.5120219235
411	0.5119822674
412	0.5119535614
413	0.5119231174
414	0.5118726143
415	0.5118340753
416	0.511803953
417	0.5117610123
418	0.5117437529
419	0.5116979467
420	0.5116543847
421	0.5116228301
422	0.5115961308
423	0.5115732511
424	0.5115416081
425	0.5115026248
426	0.5114610744
427	0.5114317882
428	0.511379037
429	0.5113375229
430	0.5113110044
431	0.5112738938
432	0.5112451227
433	0.5112011111
434	0.5111583443
435	0.5111319276
436	0.5110892165
437	0.5110545118
438	0.5110223203
439	0.5109876635
440	0.5109493615
441	0.5109286473
442	0.5108992669
443	0.5108816384
444	0.5108564675
445	0.5108285075
446	0.5107866947
447	0.5107610417
448	0.510736039
449	0.5107114722
450	0.5106760129
451	0.5106527963
452	0.5106185249
453	0.5105824517
454	0.5105300337
455	0.5105047395
456	0.5104700773
457	0.5104464849
458	0.5104196302
459	0.5103848897
460	0.5103594285
461	0.5103188213
462	0.5102945174
463	0.5102607132
464	0.5102226903
465	0.5101899205
466	0.5101612962
467	0.510139459
468	0.5101103878
469	0.5100677984
470	0.5100412041
471	0.510019095
472	0.5099888122
473	0.5099653088
474	0.5099430117
475	0.5099270433
476	0.509903578
477	0.509876019
478	0.5098439641
479	0.5098107702
480	0.5097869922
481	0.5097529987
482	0.5097382008
483	0.5097171025
484	0.5096744236
485	0.5096498645
486	0.5096267866
487	0.5096088192
488	0.5095739965
489	0.5095486091
490	0.5095253297
491	0.5095051905
492	0.5094736764
493	0.5094430547
494	0.5094243575
495	0.5094065449
496	0.509390537
497	0.5093715244
498	0.5093540931
499	0.5093314971
500	0.5093122238
501	0.5092946848
502	0.5092604627
503	0.5092293938
504	0.5092125793
505	0.5091953266
506	0.5091783702
507	0.5091553998
508	0.509135698
509	0.5091214685
510	0.509105965
511	0.5090788018
512	0.5090613461
513	0.5090362114
514	0.5090164093
515	0.5090031207
516	0.5089769697
517	0.5089496772
518	0.5089185792
519	0.5088946652
520	0.5088716718
521	0.5088511629
522	0.5088260218
523	0.5088052492
524	0.5087653494
525	0.50872614
526	0.5086992217
527	0.5086803907
528	0.5086534689
529	0.5086320988
530	0.5086191785
531	0.5085911537
532	0.5085697743
533	0.5085532028
534	0.5085351817
535	0.5085156862
536	0.5084846497
537	0.5084694209
538	0.5084493696
539	0.5084266346
540	0.5083993239
541	0.5083790623
542	0.5083566444
543	0.5083313182
544	0.5083039418
545	0.5082881554
546	0.5082657222
547	0.5082402267
548	0.5082243137
549	0.5082046774
550	0.5081920186
551	0.5081729354
552	0.5081506358
553	0.5081214517
554	0.5081042696
555	0.508088251
556	0.5080693732
557	0.5080477296
558	0.5080344098
559	0.5080212419
560	0.508004141
561	0.5079842848
562	0.507963016
563	0.5079457993
564	0.5079310489
565	0.507906472
566	0.5078895084
567	0.507876048
568	0.507854394
569	0.5078413012
570	0.50782086
571	0.5078035043
572	0.5077852049
573	0.5077649771
574	0.5077472896
575	0.5077267921
576	0.5077086597
577	0.5076870726
578	0.5076711999
579	0.5076489157
580	0.5076285447
581	0.507611731
582	0.5075890533
583	0.5075712359
584	0.5075526938
585	0.5075386883
586	0.5075218756
587	0.5074958851
588	0.5074767626
589	0.5074613746
590	0.5074429974
591	0.5074309965
592	0.5074091993
593	0.507395399
594	0.5073775211
595	0.5073563272
596	0.507338002
597	0.5073235409
598	0.507310555
599	0.5072962661
600	0.5072814133
601	0.5072722756
602	0.5072589609
603	0.50724575
604	0.5072192912
605	0.5072003294
606	0.5071760615
607	0.507154071
608	0.5071370554
609	0.5071196071
610	0.5071023495
611	0.5070740115
612	0.5070555722
613	0.5070438626
614	0.5070314196
615	0.5070167905
616	0.5070033086
617	0.506987612
618	0.506974499
619	0.5069467315
620	0.5069343252
621	0.5069146329
622	0.5068980337
623	0.5068821303
624	0.5068697466
625	0.5068509084
626	0.506836678
627	0.5068152917
628	0.5068029265
629	0.5067907618
630	0.5067710475
631	0.5067547396
632	0.5067377155
633	0.5067253997
634	0.5067036244
635	0.5066887021
636	0.5066706681
637	0.5066505896
638	0.5066377289
639	0.5066236076
640	0.5066059417
641	0.5065909364
642	0.5065783291
643	0.506564927
644	0.5065545435
645	0.50654329
646	0.5065303317
647	0.5065115222
648	0.5064969943
649	0.5064817006
650	0.5064643032
651	0.5064505002
652	0.5064395529
653	0.5064255103
654	0.5064042671
655	0.5063887287
656	0.5063667263
657	0.5063483125
658	0.5063327774
659	0.5063211236
660	0.5062930673
661	0.5062714782
662	0.5062534802
663	0.5062334822
664	0.5062253822
665	0.5062111116
666	0.5062001202
667	0.5061866176
668	0.5061735701
669	0.5061568768
670	0.5061424308
671	0.5061205229
672	0.506105336
673	0.5060860502
674	0.506076194
675	0.5060620314
676	0.506050009
677	0.5060349515
678	0.5060221287
679	0.5060149425
680	0.5060017848
681	0.5059909811
682	0.505978606
683	0.5059656889
684	0.5059570625
685	0.5059457835
686	0.5059291736
687	0.5059181394
688	0.5059106371
689	0.5058984686
690	0.5058833156
691	0.505871292
692	0.5058568286
693	0.5058375708
694	0.5058197464
695	0.5058091553
696	0.5057942802
697	0.5057790775
698	0.5057670613
699	0.5057539618
700	0.5057421498
701	0.5057208604
702	0.5057065358
703	0.505691671
704	0.5056761481
705	0.5056602073
706	0.505646062
707	0.5056280683
708	0.5056148026
709	0.5055993787
710	0.5055878588
711	0.5055764499
712	0.5055627463
713	0.5055475009
714	0.5055344818
715	0.5055189774
716	0.5055007386
717	0.5054880078
718	0.5054690446
719	0.5054542441
720	0.5054357578
721	0.505420708
722	0.5054129206
723	0.5054003202
724	0.5053897517
725	0.5053723149
726	0.5053608372
727	0.5053496415
728	0.5053300727
729	0.505318144
730	0.5052992106
731	0.5052827418
732	0.5052706597
733	0.5052545513
734	0.5052493226
735	0.5052355055
736	0.5052179506
737	0.5052019349
738	0.5051928763
739	0.505175627
740	0.5051620359
741	0.5051533265
742	0.5051367076
743	0.5051237225
744	0.5051081231
745	0.5050945956
746	0.5050793929
747	0.5050666951
748	0.5050527442
749	0.5050428546
750	0.5050277035
751	0.5050154297
752	0.5050046013
753	0.5049923042
754	0.5049776987
755	0.504966
756	0.5049548342
757	0.5049418273
758	0.5049251382
759	0.5049144443
760	0.5049078617
761	0.5048911895
762	0.5048803871
763	0.5048656704
764	0.5048531525
765	0.5048433618
766	0.5048309738
767	0.504814833
768	0.504802871
769	0.5047891103
770	0.5047708073
771	0.5047594101
772	0.5047477143
773	0.5047400832
774	0.5047255167
775	0.5047097536
776	0.5046964424
777	0.5046797432
778	0.5046703294
779	0.5046566685
780	0.5046364682
781	0.5046236389
782	0.5046111497
783	0.5045989262
784	0.5045886509
785	0.5045786211
786	0.5045613266
787	0.5045495406
788	0.5045349816
789	0.504525749
790	0.5045165787
791	0.5044984763
792	0.5044918144
793	0.5044837279
794	0.5044729694
795	0.5044578494
796	0.5044447673
797	0.5044313532
798	0.5044184237
799	0.5044115962
800	0.504402586
801	0.5043873773
802	0.5043747364
803	0.5043611839
804	0.5043493954
805	0.5043398859
806	0.5043260984
807	0.5043152178
808	0.5043046205
809	0.5042908712
810	0.5042828171
811	0.5042721065
812	0.5042600366
813	0.5042457236
814	0.5042336053
815	0.504220815
816	0.5042083421
817	0.5041912541
818	0.5041773426
819	0.5041695833
820	0.5041555466
821	0.5041436889
822	0.5041340463
823	0.5041259342
824	0.5041148636
825	0.5041045813
826	0.5040931838
827	0.5040833505
828	0.5040722035
829	0.5040547974
830	0.5040424657
831	0.5040314929
832	0.5040205624
833	0.5040109647
834	0.5039970159
835	0.5039834166
836	0.5039623023
837	0.5039472631
838	0.5039339134
839	0.503922548
840	0.5039139374
841	0.5039038739
842	0.5038846715
843	0.5038739681
844	0.5038598582
845	0.5038479029
846	0.5038384927
847	0.5038283624
848	0.5038221486
849	0.503808015
850	0.5037977176
851	0.5037844929
852	0.5037753464
853	0.5037632105
854	0.5037454814
855	0.5037365485
856	0.5037250429
857	0.5037083454
858	0.5036939903
859	0.5036817574
860	0.5036717217
861	0.5036606633
862	0.5036476879
863	0.5036332409
864	0.5036205817
865	0.5036077087
866	0.5035930112
867	0.503580758
868	0.5035694568
869	0.5035585449
870	0.5035477776
871	0.503534709
872	0.5035258622
873	0.5035163276
874	0.5035064474
875	0.50349818
876	0.503488744
877	0.5034746362
878	0.5034616112
879	0.5034550696
880	0.503444149
881	0.5034305887
882	0.5034213075
883	0.5034092024
884	0.5034004124
885	0.5033914596
886	0.5033819796
887	0.5033680183
888	0.5033583488
889	0.5033455946
890	0.5033363576
891	0.5033292663
892	0.5033178752
893	0.5033073624
894	0.5032969998
895	0.5032894427
896	0.5032799895
897	0.5032684395
898	0.5032570725
899	0.5032444174
900	0.5032315176
901	0.5032201676
902	0.5032084095
903	0.5031984653
904	0.5031864011
905	0.5031719683
906	0.5031597547
907	0.5031487002
908	0.5031361418
909	0.5031223766
910	0.5031138662
911	0.5031064749
912	0.5030959306
913	0.5030867651
914	0.503074979
915	0.5030654752
916	0.503050965
917	0.5030381442
918	0.5030264439
919	0.5030171127
920	0.5030024979
921	0.5029920413
922	0.5029798465
923	0.5029700906
924	0.5029578799
925	0.502946644
926	0.5029333588
927	0.5029189856
928	0.5029058219
929	0.5029002676
930	0.502889636
931	0.5028797861
932	0.5028638737
933	0.5028516103
934	0.5028415297
935	0.5028275975
936	0.5028162114
937	0.5028024615
938	0.5027909005
939	0.5027795246
940	0.5027642373
941	0.5027526816
942	0.5027413154
943	0.5027345338
944	0.502729058
945	0.5027180403
946	0.5027059729
947	0.5026973658
948	0.502689367
949	0.5026717175
950	0.5026622272
951	0.5026498576
952	0.5026382354
953	0.5026246982
954	0.502617912
955	0.5026056804
956	0.5025901167
957	0.5025761579
958	0.502567302
959	0.5025532051
960	0.5025424917
961	0.5025326018
962	0.502520507
963	0.5025138251
964	0.502498775
965	0.5024909821
966	0.5024794772
967	0.5024607286
968	0.5024500005
969	0.5024408171
970	0.5024285123
971	0.5024141392
972	0.5023982023
973	0.5023922025
974	0.5023826152
975	0.5023719752
976	0.5023617915
977	0.5023539424
978	0.5023419909
979	0.5023302834
980	0.5023151415
981	0.5023048759
982	0.5022929762
983	0.5022827369
984	0.502269377
985	0.5022610277
986	0.502248256
987	0.5022376737
988	0.5022239317
989	0.502211632
990	0.5022011216
991	0.5021918234
992	0.5021806142
993	0.5021755559
994	0.5021631369
995	0.5021506072
996	0.5021359428
997	0.5021212114
998	0.5021126234
999	0.5021050369
1000	0.5020951376
1001	0.5020869673
1002	0.5020737298
1003	0.5020628629
1004	0.5020496163
1005	0.5020389285
1006	0.5020325742
1007	0.5020229977
1008	0.5020135851
1009	0.5020022108
1010	0.5019910704
1011	0.5019808083
1012	0.5019749374
1013	0.5019659667
1014	0.5019563621
1015	0.5019450746
1016	0.5019325005
1017	0.5019218734
1018	0.5019127129
1019	0.5019027596
1020	0.501890641
1021	0.5018746395
1022	0.5018653147
1023	0.5018573737
1024	0.5018489545
1025	0.501841222
1026	0.5018300002
1027	0.501819721
1028	0.5018094542
1029	0.5017923455
1030	0.5017836192
1031	0.5017731517
1032	0.5017610999
1033	0.5017466505
1034	0.5017373492
1035	0.5017273953
1036	0.5017225397
1037	0.5017144964
1038	0.5017027877
1039	0.5016954402
1040	0.5016879564
1041	0.5016792656
1042	0.5016690679
1043	0.501661144
1044	0.5016496896
1045	0.5016422067
1046	0.5016316055
1047	0.5016215862
1048	0.5016108151
1049	0.5016050735
1050	0.5015979815
1051	0.5015909179
1052	0.5015785982
1053	0.5015703367
1054	0.5015609306
1055	0.5015501291
1056	0.5015409305
1057	0.5015297281
1058	0.5015177815
1059	0.5015051037
1060	0.5014928861
1061	0.5014856018
1062	0.501477226
1063	0.5014678007
1064	0.5014587204
1065	0.5014457421
1066	0.5014357499
1067	0.5014255664
1068	0.501414477
1069	0.5014086342
1070	0.5013949989
1071	0.5013870527
1072	0.5013798162
1073	0.5013709279
1074	0.5013601933
1075	0.501348389
1076	0.5013359439
1077	0.5013261656
1078	0.5013179305
1079	0.5013047767
1080	0.5012941756
1081	0.5012840465
1082	0.5012747789
1083	0.5012663479
1084	0.501258899
1085	0.5012498482
1086	0.5012412393
1087	0.5012300922
1088	0.5012206096
1089	0.5012126989
1090	0.5012026419
1091	0.5011915187
1092	0.5011821017
1093	0.5011703786
1094	0.5011581913
1095	0.5011432576
1096	0.5011297785
1097	0.501119472
1098	0.5011095973
1099	0.5011027056
1100	0.5010958897
1101	0.5010883205
1102	0.5010751892
1103	0.5010636681
1104	0.501051163
1105	0.5010410797
1106	0.5010333325
1107	0.5010211374
1108	0.5010087916
1109	0.5009985379
1110	0.5009907784
1111	0.5009827621
1112	0.5009750469
1113	0.5009634747
1114	0.5009494795
1115	0.5009343443
1116	0.500925025
1117	0.5009161166
1118	0.5009001831
1119	0.5008875196
1120	0.500880442
1121	0.5008721151
1122	0.5008612846
1123	0.5008550293
1124	0.5008511719
1125	0.5008431671
1126	0.5008357507
1127	0.5008307337
1128	0.5008206199
1129	0.500810102
1130	0.5007996857
1131	0.5007843659
1132	0.5007743111
1133	0.5007653982
1134	0.5007573514
1135	0.5007497202
1136	0.5007421854
1137	0.5007319141
1138	0.5007232169
1139	0.5007136909
1140	0.5007074863
1141	0.5006940765
1142	0.5006863934
1143	0.5006772949
1144	0.5006704622
1145	0.5006535552
1146	0.5006467091
1147	0.5006344552
1148	0.5006204027
1149	0.5006116593
1150	0.5006016854
1151	0.5005931932
1152	0.5005795745
1153	0.5005691059
1154	0.5005582491
1155	0.5005477159
1156	0.5005356502
1157	0.5005297938
1158	0.5005209231
1159	0.5005079333
1160	0.5004958925
1161	0.500483603
1162	0.5004732963
1163	0.5004660447
1164	0.5004552302
1165	0.5004415564
1166	0.5004277864
1167	0.5004165622
1168	0.5004074129
1169	0.5003967289
1170	0.5003853102
1171	0.5003755042
1172	0.5003680032
1173	0.5003616649
1174	0.5003507655
1175	0.5003404995
1176	0.500330163
1177	0.5003213552
1178	0.5003104117
1179	0.5002988773
1180	0.5002858155
1181	0.5002720415
1182	0.5002631747
1183	0.5002560112
1184	0.5002477886
1185	0.5002366994
1186	0.5002273151
1187	0.5002199254
1188	0.5002068984
1189	0.5001973564
1190	0.5001875731
1191	0.5001800414
1192	0.5001666578
1193	0.5001581049
1194	0.5001461954
1195	0.5001326348
1196	0.5001226273
1197	0.5001115571
1198	0.5001035738
1199	0.5000942208
1200	0.5000840819
1201	0.500074293
1202	0.5000665868
1203	0.5000564934
1204	0.5000448453
1205	0.500038104
1206	0.5000251905
1207	0.5000139766
1208	0.5000063111
1209	0.4999917806
1210	0.4999815063
1211	0.4999718495
1212	0.4999615581
1213	0.4999499982
1214	0.4999377403
1215	0.4999253446
1216	0.4999109727
1217	0.4999031595
1218	0.4998912583
1219	0.499877644
1220	0.4998684615
1221	0.4998595352
1222	0.499846881
1223	0.4998348007
1224	0.4998250891
1225	0.4998133738
1226	0.499799691
1227	0.4997917521
1228	0.4997819314
1229	0.4997703745
1230	0.4997611807
1231	0.499748795
1232	0.4997423099
1233	0.4997265093
1234	0.4997128825
1235	0.4997034714
1236	0.4996935698
1237	0.4996817592
1238	0.4996730009
1239	0.4996652749
1240	0.4996525112
1241	0.4996446897
1242	0.4996345252
1243	0.4996209293
1244	0.4996122688
1245	0.499608932
1246	0.4996005353
1247	0.4995860078
1248	0.4995729833
1249	0.4995597771
1250	0.4995525947
1251	0.4995463314
1252	0.4995361999
1253	0.4995252704
1254	0.4995134724
1255	0.4995066052
1256	0.499499262
1257	0.4994891868
1258	0.4994785354
1259	0.4994687715
1260	0.4994616406
1261	0.4994494592
1262	0.4994392707
1263	0.4994287301
1264	0.4994210214
1265	0.4994083569
1266	0.4993978675
1267	0.4993875385
1268	0.499375071
1269	0.4993678745
1270	0.4993582543
1271	0.4993472724
1272	0.4993404876
1273	0.4993316682
1274	0.4993220871
1275	0.4993102948
1276	0.499297769
1277	0.4992870395
1278	0.4992781136
1279	0.4992703296
1280	0.4992599371
1281	0.4992487694
1282	0.4992397471
1283	0.4992265842
1284	0.4992198187
1285	0.4992143373
1286	0.4991998802
1287	0.4991891118
1288	0.4991760058
1289	0.4991651582
1290	0.4991601138
1291	0.499148519
1292	0.4991380696
1293	0.499125673
1294	0.4991186689
1295	0.4991081413
1296	0.4990989535
1297	0.499085447
1298	0.4990760647
1299	0.4990657485
1300	0.4990557128
1301	0.4990447394
1302	0.4990312668
1303	0.4990225633
1304	0.4990098241
1305	0.4989978755
1306	0.4989854562
1307	0.4989743312
1308	0.4989670287
1309	0.4989557824
1310	0.4989421243
1311	0.4989308897
1312	0.4989198388
1313	0.49891611
1314	0.4989086666
1315	0.4988991344
1316	0.4988901954
1317	0.49887631
1318	0.4988693806
1319	0.4988582209
1320	0.4988491207
1321	0.4988381133
1322	0.4988277775
1323	0.4988176746
1324	0.4988104886
1325	0.4987967748
1326	0.4987879871
1327	0.4987743565
1328	0.4987660061
1329	0.4987571031
1330	0.498744546
1331	0.4987372924
1332	0.4987299065
1333	0.4987195872
1334	0.4987149555
1335	0.4987097173
1336	0.4987042868
1337	0.4986965421
1338	0.4986861602
1339	0.4986733695
1340	0.4986654329
1341	0.498656657
1342	0.4986418863
1343	0.4986296743
1344	0.498617001
1345	0.4986069508
1346	0.4985971351
1347	0.4985837255
1348	0.4985791411
1349	0.4985685138
1350	0.4985606541
1351	0.49855298
1352	0.4985482494
1353	0.498540515
1354	0.4985320336
1355	0.4985224257
1356	0.4985106025
1357	0.4985031343
1358	0.4984927417
1359	0.4984832757
1360	0.4984723686
1361	0.4984636312
1362	0.4984513036
1363	0.4984414404
1364	0.4984318758
1365	0.4984218209
1366	0.4984126206
1367	0.4983999533
1368	0.498388611
1369	0.4983748549
1370	0.4983631659
1371	0.4983545993
1372	0.4983449768
1373	0.4983376059
1374	0.4983286138
1375	0.498319932
1376	0.4983092758
1377	0.498300328
1378	0.4982899362
1379	0.4982785448
1380	0.4982676588
1381	0.4982548518
1382	0.4982467643
1383	0.4982414585
1384	0.498228471
1385	0.4982232762
1386	0.4982179476
1387	0.498210093
1388	0.4982029883
1389	0.4981952856
1390	0.4981861989
1391	0.4981769991
1392	0.4981683875
1393	0.4981571088
1394	0.4981469641
1395	0.4981371486
1396	0.4981274737
1397	0.498116532
1398	0.4981081682
1399	0.4980939114
1400	0.4980827948
1401	0.4980736878
1402	0.4980623346
1403	0.4980553366
1404	0.4980443231
1405	0.4980374563
1406	0.498023286
1407	0.498014931
1408	0.4980045696
1409	0.4979931686
1410	0.497985622
1411	0.4979722679
1412	0.4979668816
1413	0.4979589712
1414	0.4979499807
1415	0.4979389307
1416	0.4979267963
1417	0.4979198357
1418	0.4979079749
1419	0.4978964154
1420	0.4978915829
1421	0.4978808712
1422	0.4978685234
1423	0.4978558203
1424	0.4978459963
1425	0.4978345093
1426	0.4978255613
1427	0.4978138164
1428	0.4978069904
1429	0.497794875
1430	0.4977823968
1431	0.4977758865
1432	0.4977624917
1433	0.4977540852
1434	0.4977421097
1435	0.4977318012
1436	0.4977202808
1437	0.4977092939
1438	0.4977043574
1439	0.4976967125
1440	0.4976876995
1441	0.4976789217
1442	0.4976710826
1443	0.4976579007
1444	0.4976485287
1445	0.4976367985
1446	0.4976269009
1447	0.4976220229
1448	0.4976086633
1449	0.4975981332
1450	0.4975904129
1451	0.4975800819
1452	0.4975744953
1453	0.4975657015
1454	0.4975599258
1455	0.4975489178
1456	0.4975375589
1457	0.4975299088
1458	0.4975184354
1459	0.4975096694
1460	0.4974977144
1461	0.4974919707
1462	0.4974853185
1463	0.497472416
1464	0.497464434
1465	0.4974526947
1466	0.497446165
1467	0.4974362854
1468	0.4974271428
1469	0.4974164233
1470	0.4974044427
1471	0.4973938778
1472	0.4973856959
1473	0.4973684335
1474	0.4973570872
1475	0.4973473087
1476	0.4973388769
1477	0.4973286388
1478	0.4973181481
1479	0.4973066144
1480	0.4972974834
1481	0.4972902195
1482	0.4972835427
1483	0.4972729148
1484	0.4972642729
1485	0.497251855
1486	0.4972453545
1487	0.4972365874
1488	0.4972255845
1489	0.4972170267
1490	0.4972087063
1491	0.4972006536
1492	0.4971921953
1493	0.4971858267
1494	0.4971765925
1495	0.497169506
1496	0.4971614072
1497	0.4971539403
1498	0.4971455295
1499	0.4971393824
1500	0.4971327494
1501	0.4971226863
1502	0.4971103153
1503	0.4971022152
1504	0.4970959982
1505	0.4970877866
1506	0.4970790982
1507	0.4970685637
1508	0.4970583191
1509	0.4970499875
1510	0.4970426982
1511	0.497031354
1512	0.4970232862
