iter	Logloss
1513	0.4970108706
1514	0.4970023886
1515	0.4969968169
1516	0.4969861814
1517	0.4969771265
1518	0.4969668067
1519	0.4969525784
1520	0.4969461708
1521	0.4969383374
1522	0.4969299792
1523	0.4969194068
1524	0.4969084865
1525	0.4969001406
1526	0.4968932539
1527	0.4968805158
1528	0.4968735989
1529	0.4968637416
1530	0.4968566693
1531	0.4968518132
1532	0.4968443384
1533	0.4968375882
1534	0.4968295445
1535	0.4968220986
1536	0.4968116387
1537	0.496797434
1538	0.4967918979
1539	0.4967836594
1540	0.4967763609
1541	0.4967651626
1542	0.4967527376
1543	0.4967432061
1544	0.4967321568
1545	0.496724479
1546	0.4967141472
1547	0.4967060229
1548	0.4966935129
1549	0.4966820473
1550	0.4966724951
1551	0.4966640973
1552	0.4966523212
1553	0.4966388628
1554	0.496627282
1555	0.4966192158
1556	0.4966075161
1557	0.4965970115
1558	0.4965877265
1559	0.4965820638
1560	0.4965739413
1561	0.4965636666
1562	0.4965533346
1563	0.4965428295
1564	0.4965374444
1565	0.4965274997
1566	0.4965157939
1567	0.4965096818
1568	0.4965011719
1569	0.4964921803
1570	0.4964807961
1571	0.4964696431
1572	0.4964617205
1573	0.496456135
1574	0.4964431668
1575	0.496434682
1576	0.4964261984
1577	0.4964139588
1578	0.4964083062
1579	0.4964015981
1580	0.4963942233
1581	0.4963831524
1582	0.4963735136
1583	0.4963607996
1584	0.496351528
1585	0.4963396268
1586	0.4963293746
1587	0.496317376
1588	0.4963091419
1589	0.496295231
1590	0.4962875186
1591	0.4962807638
1592	0.4962676632
1593	0.4962566028
1594	0.496245828
1595	0.4962325478
1596	0.4962208859
1597	0.4962113431
1598	0.4961995658
1599	0.4961918251
1600	0.4961792729
1601	0.4961687965
1602	0.4961543768
1603	0.4961420029
1604	0.4961283105
1605	0.4961148713
1606	0.496105149
1607	0.496095442
1608	0.4960849264
1609	0.4960758901
1610	0.49606786
1611	0.4960561274
1612	0.4960429843
1613	0.496030708
1614	0.4960236233
1615	0.4960148846
1616	0.4960095296
1617	0.4959990152
1618	0.4959907282
1619	0.4959827019
1620	0.4959737718
1621	0.4959675609
1622	0.4959566183
1623	0.495947623
1624	0.4959398654
1625	0.4959317053
1626	0.4959208174
1627	0.4959134597
1628	0.495901929
1629	0.4958929438
1630	0.495881598
1631	0.4958775199
1632	0.4958682624
1633	0.4958550379
1634	0.4958469505
1635	0.4958390443
1636	0.49582946
1637	0.4958173145
1638	0.4958033816
1639	0.4957940678
1640	0.4957848343
1641	0.4957745391
1642	0.4957625405
1643	0.495754673
1644	0.4957417562
1645	0.4957346777
1646	0.4957244053
1647	0.495718781
1648	0.4957136473
1649	0.4957052674
1650	0.4956923074
1651	0.4956859861
1652	0.4956791846
1653	0.4956694939
1654	0.4956572609
1655	0.4956460721
1656	0.4956329696
1657	0.4956266148
1658	0.4956166449
1659	0.4956080548
1660	0.4955968466
1661	0.4955871301
1662	0.4955813789
1663	0.4955756539
1664	0.4955698505
1665	0.4955595632
1666	0.4955529009
1667	0.4955455473
1668	0.4955335715
1669	0.4955221051
1670	0.4955128064
1671	0.4955017654
1672	0.4954938537
1673	0.4954821561
1674	0.4954754328
1675	0.4954626747
1676	0.4954557093
1677	0.4954432392
1678	0.4954353205
1679	0.4954225734
1680	0.4954146478
1681	0.4954061984
1682	0.4953987045
1683	0.4953868982
1684	0.4953796044
1685	0.4953715514
1686	0.4953657429
1687	0.4953559488
1688	0.4953499271
1689	0.495340897
1690	0.4953342315
1691	0.495323293
1692	0.4953104032
1693	0.4953008966
1694	0.4952900925
1695	0.4952783223
1696	0.4952667753
1697	0.4952544694
1698	0.4952431633
1699	0.4952343257
1700	0.4952282168
1701	0.4952162096
1702	0.4952076878
1703	0.4952012722
1704	0.4951867044
1705	0.4951752807
1706	0.4951686994
1707	0.4951576578
1708	0.4951528816
1709	0.4951443413
1710	0.495132714
1711	0.4951198218
1712	0.4951071579
1713	0.495099076
1714	0.4950887722
1715	0.4950812192
1716	0.4950715033
1717	0.4950623674
1718	0.4950553804
1719	0.4950491439
1720	0.4950379841
1721	0.4950316432
1722	0.4950186021
1723	0.495006274
1724	0.4949991305
1725	0.4949923105
1726	0.4949838914
1727	0.4949711716
1728	0.4949654645
1729	0.4949557744
1730	0.494946246
1731	0.4949348418
1732	0.4949276947
1733	0.4949160086
1734	0.494903102
1735	0.4948964533
1736	0.4948866743
1737	0.4948746059
1738	0.4948621944
1739	0.4948526877
1740	0.4948414944
1741	0.4948341652
1742	0.4948261046
1743	0.4948144083
1744	0.4948064781
1745	0.4947942266
1746	0.4947868455
1747	0.4947790901
1748	0.4947673988
1749	0.4947566793
1750	0.4947450653
1751	0.494733748
1752	0.4947222
1753	0.4947123262
1754	0.4947028474
1755	0.4946919884
1756	0.494681085
1757	0.4946687597
1758	0.4946598358
1759	0.4946506374
1760	0.4946388191
1761	0.4946308402
1762	0.4946209082
1763	0.4946087281
1764	0.494594738
1765	0.4945866194
1766	0.4945800633
1767	0.4945701346
1768	0.4945574868
1769	0.4945472867
1770	0.4945394457
1771	0.4945264915
1772	0.4945171277
1773	0.4945054883
1774	0.4944917074
1775	0.494481862
1776	0.4944703315
1777	0.4944624795
1778	0.4944519058
1779	0.4944448423
1780	0.494436946
1781	0.4944287522
1782	0.494418025
1783	0.4944091663
1784	0.4943900905
1785	0.4943802101
1786	0.4943674774
1787	0.4943616354
1788	0.4943523862
1789	0.4943413206
1790	0.494331684
1791	0.4943192106
1792	0.4943124598
1793	0.4943042688
1794	0.4942930673
1795	0.4942813694
1796	0.4942748345
1797	0.4942621073
1798	0.4942526523
1799	0.4942425439
1800	0.4942332824
1801	0.4942226713
1802	0.4942092184
1803	0.4942023272
1804	0.4941915538
1805	0.494183536
1806	0.4941742933
1807	0.4941625145
1808	0.4941519415
1809	0.494144522
1810	0.4941386016
1811	0.4941321634
1812	0.4941232535
1813	0.494112395
1814	0.4941009177
1815	0.4940939111
1816	0.494085955
1817	0.494072483
1818	0.4940588097
1819	0.4940507276
1820	0.4940397242
1821	0.4940288151
1822	0.4940190867
1823	0.4940066299
1824	0.4939943089
1825	0.4939853931
1826	0.4939737175
1827	0.493965748
1828	0.4939601463
1829	0.4939510454
1830	0.4939427149
1831	0.4939309739
1832	0.4939226149
1833	0.4939088374
1834	0.4938968613
1835	0.4938865562
1836	0.4938783998
1837	0.4938673487
1838	0.493852921
1839	0.4938453688
1840	0.4938361878
1841	0.4938294509
1842	0.4938185732
1843	0.4938114794
1844	0.4938001486
1845	0.4937870927
1846	0.493777731
1847	0.493769478
1848	0.4937601597
1849	0.4937481981
1850	0.4937392128
1851	0.4937297713
1852	0.4937173005
1853	0.4937098382
1854	0.4936964278
1855	0.4936862254
1856	0.4936778907
1857	0.4936646819
1858	0.4936531376
1859	0.4936421526
1860	0.4936312316
1861	0.4936257878
1862	0.4936139969
1863	0.493606038
1864	0.4935980523
1865	0.4935856426
1866	0.493571123
1867	0.493561731
1868	0.4935531544
1869	0.4935467615
1870	0.4935367655
1871	0.4935234362
1872	0.4935151124
1873	0.4935046464
1874	0.493495981
1875	0.493484538
1876	0.4934735276
1877	0.4934645221
1878	0.4934519377
1879	0.4934388275
1880	0.493428546
1881	0.4934178856
1882	0.4934051747
1883	0.4933908034
1884	0.4933760152
1885	0.4933671212
1886	0.4933547782
1887	0.4933445291
1888	0.4933298296
1889	0.4933198283
1890	0.4933055724
1891	0.493294175
1892	0.493286551
1893	0.4932736023
1894	0.4932605986
1895	0.4932501554
1896	0.4932410313
1897	0.4932290947
1898	0.4932221635
1899	0.4932119559
1900	0.4932020747
1901	0.4931886559
1902	0.4931807982
1903	0.4931686772
1904	0.4931591759
1905	0.4931504013
1906	0.4931413008
1907	0.4931344517
1908	0.4931286546
1909	0.493118183
1910	0.4931073202
1911	0.4930945074
1912	0.4930879177
1913	0.4930787918
1914	0.4930707221
1915	0.4930584026
1916	0.4930480247
1917	0.4930364133
1918	0.4930258295
1919	0.4930143868
1920	0.4930020341
1921	0.4929888688
1922	0.4929779161
1923	0.4929661907
1924	0.4929547719
1925	0.492941585
1926	0.4929333752
1927	0.4929215061
1928	0.4929129488
1929	0.4929030537
1930	0.4928922475
1931	0.4928818798
1932	0.4928756192
1933	0.4928691582
1934	0.4928585629
1935	0.4928443252
1936	0.4928347869
1937	0.4928197024
1938	0.4928144148
1939	0.4928046093
1940	0.4927957718
1941	0.4927842405
1942	0.4927721032
1943	0.492760717
1944	0.4927481308
1945	0.4927364182
1946	0.4927273774
1947	0.4927177313
1948	0.4927094325
1949	0.4927008084
1950	0.4926865206
1951	0.492677664
1952	0.4926689735
1953	0.492656229
1954	0.4926428565
1955	0.4926304184
1956	0.4926226769
1957	0.4926112895
1958	0.4925990654
1959	0.492586737
1960	0.4925735625
1961	0.4925646191
1962	0.4925555637
1963	0.4925439094
1964	0.4925339875
1965	0.4925252097
1966	0.4925173819
1967	0.4925031504
1968	0.4924916928
1969	0.4924787018
1970	0.492471176
1971	0.4924546806
1972	0.4924465839
1973	0.4924375816
1974	0.4924242937
1975	0.4924154554
1976	0.4924083063
1977	0.4924007721
1978	0.4923896935
1979	0.4923790074
1980	0.4923648173
1981	0.4923572056
1982	0.4923461526
1983	0.4923360685
1984	0.4923243557
1985	0.492311048
1986	0.4922990909
1987	0.4922898524
1988	0.4922784147
1989	0.4922680691
1990	0.4922608796
1991	0.4922503423
1992	0.4922389659
1993	0.4922275242
1994	0.4922168392
1995	0.4922079951
1996	0.4921967751
1997	0.4921882701
1998	0.4921782248
1999	0.4921709861
2000	0.4921592081
2001	0.4921489179
2002	0.4921409163
2003	0.4921303236
2004	0.4921188442
2005	0.4921098746
2006	0.4921021929
2007	0.4920902757
2008	0.4920819457
2009	0.4920693851
2010	0.4920595924
2011	0.4920509327
2012	0.4920386461
2013	0.4920303349
2014	0.4920162909
2015	0.4920025535
2016	0.4919927147
2017	0.4919787134
2018	0.4919698286
2019	0.4919581838
2020	0.4919471209
2021	0.4919330658
2022	0.4919238561
2023	0.491909905
2024	0.4918986848
2025	0.4918900121
2026	0.4918754587
2027	0.4918626238
2028	0.4918535371
2029	0.4918431028
2030	0.4918333426
2031	0.491821263
2032	0.4918096273
2033	0.4917996243
2034	0.4917935754
2035	0.4917820428
2036	0.491769352
2037	0.491762584
2038	0.4917540565
2039	0.4917442521
2040	0.491732736
2041	0.4917228388
2042	0.4917105331
2043	0.4917003494
2044	0.4916885682
2045	0.4916763477
2046	0.4916666378
2047	0.491655485
2048	0.4916474405
2049	0.4916363998
2050	0.4916281677
2051	0.491619658
2052	0.4916090599
2053	0.4916007423
2054	0.4915930214
2055	0.4915832142
2056	0.4915722359
2057	0.4915620597
2058	0.4915532185
2059	0.4915444855
2060	0.4915328594
2061	0.4915228647
2062	0.491514119
2063	0.4915064738
2064	0.4914939976
2065	0.4914838083
2066	0.4914698753
2067	0.4914619475
2068	0.4914506673
2069	0.4914416393
2070	0.4914311142
2071	0.4914210165
2072	0.4914087264
2073	0.491396535
2074	0.4913837986
2075	0.4913715706
2076	0.4913591337
2077	0.4913455254
2078	0.4913346167
2079	0.4913201713
2080	0.4913085528
2081	0.4912968962
2082	0.4912857626
2083	0.4912743581
2084	0.4912652722
2085	0.4912573678
2086	0.4912481218
2087	0.4912374818
2088	0.4912268679
2089	0.4912130149
2090	0.4912033204
2091	0.4911917907
2092	0.4911857297
2093	0.4911733139
2094	0.4911612291
2095	0.4911559915
2096	0.4911479278
2097	0.4911332946
2098	0.4911196648
2099	0.4911117362
2100	0.4911024575
2101	0.4910935386
2102	0.4910840867
2103	0.4910743764
2104	0.4910647997
2105	0.491052526
2106	0.4910430623
2107	0.4910310268
2108	0.4910235884
2109	0.4910135722
2110	0.4910023716
2111	0.4909898157
2112	0.4909758773
2113	0.4909633838
2114	0.4909520495
2115	0.4909378642
2116	0.4909295641
2117	0.4909161326
2118	0.4909075409
2119	0.49089892
2120	0.4908889348
2121	0.4908753124
2122	0.4908627015
2123	0.4908492274
2124	0.4908353555
2125	0.4908200365
2126	0.4908091523
2127	0.4907976334
2128	0.4907866485
2129	0.4907708537
2130	0.4907622394
2131	0.4907518526
2132	0.4907377527
2133	0.4907245341
2134	0.4907154549
2135	0.4907043731
2136	0.4906885703
2137	0.4906754288
2138	0.4906668756
2139	0.4906528715
2140	0.4906442183
2141	0.4906328558
2142	0.4906181646
